4,1,0.2147915027537372
5,1,0.07500655651717808
4,2,0.13716233936532915
4,3,0.08366115919223709
4,4,0.055337004982953054
4,6,0.036454235510097036
4,30,0.003147128245476003
4,27,0.002098085496984002
4,10,0.020456333595594022
4,20,0.005769735116706006
4,9,0.02019407290847102
4,16,0.007081038552321007
5,3,0.00944138473642801
4,5,0.048518227117755046
4,15,0.01049042748492001
4,28,0.002884867558353003
4,21,0.006031995803829006
4,8,0.025701547338054027
4,12,0.015473380540257016
5,10,0.001049042748492001
4,31,0.0013113034356150013
4,40,0.001049042748492001
4,26,0.0036716496197220037
6,2,0.0007867820613690008
4,95,0.00026226068712300026
5,6,0.004982953055337005
4,17,0.008392341987936008
4,41,0.0007867820613690008
4,35,0.0018358248098610018
5,24,0.0005245213742460005
4,19,0.004720692368214005
5,2,0.025701547338054027
4,32,0.002098085496984002
4,14,0.012588512981904013
3,1,0.007867820613690008
4,24,0.0034093889325990034
4,44,0.001049042748492001
4,18,0.005769735116706006
4,25,0.0044584316810910045
4,52,0.0007867820613690008
4,96,0.00026226068712300026
4,7,0.02937319695777603
4,38,0.0013113034356150013
4,11,0.013899816417519015
4,13,0.012063991607658012
4,23,0.0036716496197220037
4,39,0.0013113034356150013
4,143,0.00026226068712300026
5,16,0.0007867820613690008
4,43,0.00026226068712300026
5,4,0.008392341987936008
4,42,0.0013113034356150013
4,33,0.0013113034356150013
5,14,0.0005245213742460005
4,22,0.003933910306845004
4,37,0.002098085496984002
4,29,0.0034093889325990034
4,354,0.00026226068712300026
3,2,0.002098085496984002
5,7,0.002884867558353003
6,3,0.0005245213742460005
5,19,0.0007867820613690008
4,98,0.00026226068712300026
5,15,0.0007867820613690008
5,5,0.005245213742460005
4,53,0.0005245213742460005
4,48,0.001049042748492001
4,45,0.0007867820613690008
4,99,0.00026226068712300026
4,50,0.0005245213742460005
5,8,0.0018358248098610018
4,60,0.00026226068712300026
4,184,0.0005245213742460005
4,34,0.0007867820613690008
4,58,0.001049042748492001
4,112,0.00026226068712300026
5,29,0.00026226068712300026
4,54,0.00026226068712300026
1,4,0.00026226068712300026
4,64,0.0007867820613690008
4,61,0.00026226068712300026
5,12,0.0013113034356150013
4,70,0.0005245213742460005
4,51,0.0005245213742460005
5,9,0.0005245213742460005
4,63,0.0007867820613690008
4,59,0.00026226068712300026
4,55,0.0005245213742460005
4,97,0.00026226068712300026
4,984,0.00026226068712300026
6,1,0.0034093889325990034
5,18,0.0005245213742460005
5,31,0.00026226068712300026
4,36,0.00026226068712300026
6,6,0.00026226068712300026
4,57,0.0007867820613690008
4,49,0.0005245213742460005
4,66,0.0005245213742460005
4,88,0.0005245213742460005
5,20,0.00026226068712300026
4,62,0.00026226068712300026
7,1,0.0005245213742460005
6,18,0.00026226068712300026
4,101,0.00026226068712300026
4,426,0.00026226068712300026
5,11,0.0005245213742460005
5,27,0.00026226068712300026
4,90,0.00026226068712300026
4,46,0.00026226068712300026
2,1,0.00026226068712300026
5,13,0.0005245213742460005
4,73,0.00026226068712300026
4,89,0.00026226068712300026
4,103,0.00026226068712300026
3,33,0.00026226068712300026
4,189,0.00026226068712300026
4,92,0.00026226068712300026
5,187,0.00026226068712300026
4,74,0.00026226068712300026
6,5,0.00026226068712300026
4,128,0.00026226068712300026
7,2,0.00026226068712300026
9,1,0.00026226068712300026
4,124,0.00026226068712300026
3,6,0.00026226068712300026
4,81,0.00026226068712300026
5,17,0.00026226068712300026
5,26,0.00026226068712300026
