Ticker,Flag Price,Buy Price,Flag Time,Buy Time,Time Between Flag and Buy,Lowest RSI,TTM Strength,P/L ($),P/L (%)
BP,37.39500045776367,37.41500091552734,70,71,1,18.00666104623268,0.0210229737418044,30.19989013671875,1.008949933106433
BRBR,58.68999862670898,58.72499847412109,100,99,-1,16.44918992652701,0.02761993135724827,0.7651634216308594,0.0255482413546843
BRSP,6.25,6.255000114440918,380,386,6,24.09343696836076,0.000708320822034595,4.789881229400635,0.1598681352793473
BTE,3.345000028610229,3.352699995040894,60,59,-1,28.06959542493307,0.003311150840350621,15.46610212326004,0.5159987634974023
BXSL,31.31500053405762,31.3799991607666,10,9,-1,23.81680016564285,0.04979074205670975,-10.92497825622559,-0.3664747424912125
CAG,30.44000053405762,30.46439933776855,330,341,11,22.09045177146731,0.02083303110940105,-7.781112670898438,-0.2606291626051622
CBT,101.9499969482422,102.1449966430664,350,354,4,29.69608989659933,0.06786885670253062,-8.409805297851562,-0.2839035642109419
CBU,47.90999984741211,48.05500030517578,10,14,4,28.33538542556293,0.0353602804456441,-9.60992431640625,-0.3225445391999733
CCL,14.69999980926514,14.71500015258789,10,11,1,26.16010275586184,0.0364619997569495,2.030046463012695,0.06795942085041176
CDRE,29.98999977111816,30.0,285,293,8,29.60770232680177,0.0370681994301931,-10.00003814697266,-0.3333346048990886
CHGG,4.545000076293945,4.550000190734863,200,200,0,29.1117266857736,0.002759839636939015,-13.24597692489624,-0.4417607887284503
CHGG,4.489999771118164,4.519999980926514,285,284,-1,24.9497555052189,0.003139384474073283,39.77996206283569,1.327432367980722
CHT,38.9900016784668,39.0099983215332,70,71,1,27.97636971165535,0.006621235438755521,-3.039779663085938,-0.1025303833658461
CIEN,48.70000076293945,48.75,30,32,2,19.51245491541157,0.05328450475420271,7.930065155029297,0.2666688576722756
CION,12.36999988555908,12.39500045776367,375,375,0,26.03651878193786,0.01219456400190143,-6.050138473510742,-0.2016988405105754
CM,49.38000106811523,49.40000152587891,10,9,-1,23.32762753958283,0.08892371995108453,-9.000091552734375,-0.3036468041409387
CMTG,8.670000076293945,8.6899995803833,130,132,2,27.70931009458548,0.01111504248210403,-13.79998683929443,-0.4602987777274785
CMTG,8.600000381469727,8.609999656677246,195,194,-1,24.15254953213426,0.01685511248452343,-10.43990707397461,-0.348428968262803
CNI,125.1600036621094,125.2200012207031,75,82,7,19.83690793006623,0.07164269038609494,14.48993682861328,0.5031123201377263
COR,221.6399993896484,221.7299957275391,335,341,6,25.69865088960192,0.02147756849016186,1.170150756836392,0.04059513751594231
CPB,45.54000091552734,45.56000137329102,310,314,4,29.18212046728576,0.01135062898908308,10.39999008178711,0.3511849047175563
CPS,14.40999984741211,14.4399995803833,190,191,1,29.34593500567445,0.02377429008483861,1.242107391357877,0.04155484053462033
CSAN,11.11999988555908,11.14000034332275,75,76,1,29.55902010715069,0.01574196270533922,13.44979476928711,0.4488261716303815
CTOS,4.53000020980835,4.534999847412109,240,243,3,26.7071391646665,0.003013408865247515,9.915226936340332,0.3307683313664019
CUZ,24.08499908447266,24.13500022888184,330,329,-1,24.13888164951456,0.01027832576206694,-8.060066223144531,-0.2693206274754141
CVE,19.90500068664551,19.92250061035156,60,60,0,29.8114064609921,0.004713965824671623,30.37490844726562,1.016435605193158
CVX,161.2100067138672,161.2649993896484,65,65,0,26.18108585209487,0.1254088320050961,35.90991210937545,1.237091200656128
CWEN,27.42499923706055,27.44000053405762,345,345,0,24.08798349614463,0.03095885685512027,4.359891891479492,0.1457689774060518
CWH,21.64999961853027,21.67000007629395,90,89,-1,28.80155694866032,0.03088113921029167,-12.42002105712891,-0.4153214225704916
CX,7.934999942779541,7.945000171661377,360,364,4,22.23307886787445,0.005808043479919478,-7.539992809295654,-0.2517304026984241
DEA,12.1899995803833,12.19499969482422,280,281,1,21.16358844227936,0.002527316978999418,-8.609962463378906,-0.2870016259776042
DEI,14.81999969482422,14.82499980926514,330,330,0,21.98746718380144,0.005579094205583876,-8.079992294311523,-0.2698142486857146
DM,0.6148999929428101,0.6184999942779541,370,384,14,23.74743850379382,0.0009641884480204033,37.34512627124741,1.244951674461689
DNA,0.8014000058174133,0.8037610054016113,70,71,1,29.4021832226599,0.003072819943938973,8.53875589370682,0.2846597283237097
DNMR,0.7745000123977661,0.7757999897003174,255,254,-1,26.48598496539661,0.0003791146406105714,12.56451106071472,0.4189227770263812
DOCN,38.93000030517578,39.0099983215332,250,249,-1,29.18765017893192,0.03942094939095653,0.0,0.0
DOV,184.9400024414062,185.0500030517578,330,334,4,28.32840330924799,0.08550203595842976,3.040039062500455,0.1026762703446738
DQ,19.22500038146973,19.29000091552734,230,230,0,27.32273975833651,0.01504052707127232,-9.300212860107422,-0.3110490950921519
DSX,3.105000019073486,3.109999895095825,115,114,-1,27.42954706936008,0.0004171414886203761,-14.45987129211426,-0.482310835741476
DV,18.71999931335449,18.72949981689453,50,50,0,28.26723761459202,0.04628638812473829,-8.7200927734375,-0.2909879087364807
DVN,49.18000030517578,49.20999908447266,70,70,0,25.00181701846017,0.106840283530099,14.62806701660156,0.4954300375516295
EARN,7.21999979019165,7.224999904632568,150,150,0,26.61796133333362,0.00671815565654213,-10.37503957748413,-0.346022085777495
EAT,61.40999984741211,61.45000076293945,40,44,4,28.93621514163839,0.09671975272042321,3.3599853515625,0.1139132529782418
EB,5.210000038146973,5.224999904632568,215,229,14,24.22307149223489,0.002434301206043758,8.609923362732388,0.2870787896531171
EBR,7.364999771118164,7.375,80,79,-1,27.24687605398273,0.003001887117113425,12.1800851821904,0.4067825058759269
ECAT,16.71999931335449,16.72999954223633,40,49,9,29.48678987303001,0.002304759706769598,9.845054626464844,0.3287525802790863
EDU,85.03500366210938,85.33999633789062,95,96,1,16.31967083706911,0.1054929951259074,-8.75,-0.2929458761752969
EMD,9.329999923706055,9.335000038146973,15,14,-1,29.14397242893575,0.004364865847996108,9.629914283752441,0.3213683218917956
EOG,127.5699996948242,127.75,70,69,-1,27.17989210947954,0.1744686399187327,29.43997192382858,1.00195599162182
EURN,20.18499946594238,20.20000076293945,320,324,4,12.54534044989643,0.02305422578539133,2.945106506347656,0.09851172046805956
EVH,24.09000015258789,24.10000038146973,10,10,0,22.54179981551478,0.106494466236659,-12.40004730224609,-0.4149393356301188
FBP,18.29999923706055,18.34499931335449,190,193,3,26.65865382618394,0.002325442859103771,-10.59477615356445,-0.354312505542956
FCX,52.42499923706055,52.5,75,77,2,29.17605483879602,0.03364283425467407,19.14060974121094,0.6396193731398809
FHN,15.96500015258789,15.97000026702881,275,274,-1,29.89355581075323,0.003303292138236158,-1.87004280090332,-0.06261883979101814
FL,22.39999961853027,22.40999984741211,75,78,3,29.15348576591529,0.05435139519827703,10.63998985290573,0.3569831514982943
FMC,64.51000213623047,64.55999755859375,85,84,-1,27.5164634685743,0.06302274159023113,-8.280014038085938,-0.2788108921664929
FMC,63.52999877929688,63.56999969482422,120,119,-1,19.8653086236706,0.1248618521009177,-8.281440734863281,-0.2771761326806563
FNB,14.0600004196167,14.06999969482422,265,265,0,23.43874672714925,0.008862418787819827,-8.519991874694824,-0.2842925566497468
FOUR,67.69000244140625,68.0,10,9,-1,18.86945490037958,0.6088654981340698,13.86010742187455,0.4632388844209558
GEO,12.69999980926514,12.71500015258789,115,122,7,19.24535089209175,0.01079146180834079,5.874910354613803,0.1966151650040307
GFF,69.76499938964844,69.79000091552734,375,383,8,23.7270235354864,0.1081869098118349,-0.840179443359375,-0.02866352227900145
GIS,69.77999877929688,69.80999755859375,330,338,8,25.68008376125847,0.004578206198553758,0.4200897216796875,0.01432765589495063
GNK,22.44000053405762,22.47999954223633,75,81,6,28.86385367400372,0.006285305704389482,-11.30487823486328,-0.3781098140725339
GNL,7.695000171661377,7.699100017547607,315,318,3,29.74364537301803,0.0008833248274666451,4.240108013153076,0.1415752565172834
GPN,108.7850036621094,108.9000015258789,80,79,-1,29.31748184611611,0.1699744497026721,-9.720016479492188,-0.3305790682344594
GPS,21.76000022888184,21.81999969482422,10,11,1,28.69204193661977,0.09009255954197529,-15.07008361816406,-0.5041274605409598
GRND,9.920000076293945,9.931099891662598,210,219,9,27.84472656906603,0.01074748243604404,20.80783271789551,0.6937812436590802
GTN,6.690000057220459,6.715000152587891,95,94,-1,19.2352757514325,0.008552802290235223,-8.919991493225098,-0.297840364438501
GWH,0.7649999856948853,0.7699000239372253,165,164,-1,25.06622472389614,0.00278989559837753,-38.18086576461792,-1.272894736373519
H,148.9400024414062,149.2100067138672,360,359,-1,28.4000271385131,0.05224680764334588,-8.60015869140625,-0.2881897427931345
HCC,62.63000106811523,62.71900177001953,60,60,0,23.51852428399728,0.1459442983354848,3.336959838866733,0.1132019699040411
HES,156.0549926757812,156.1900024414062,70,71,1,28.09580566296501,0.2211696570260213,6.36483764648392,0.2144768870234156
HHH,68.33000183105469,68.4000015258789,320,328,8,23.54350704789235,0.05247194290161022,-9.890144348144531,-0.3362622102377772
HIW,27.45999908447266,27.46999931335449,330,329,-1,19.41683211327067,0.01763347693852074,-7.629966735839844,-0.2548223391843644
HIW,27.35000038146973,27.36000061035156,375,374,-1,27.53913705273624,0.01074838570186139,-9.810016632080078,-0.3289479187871048
HP,38.13999938964844,38.18999862670898,305,314,9,26.15204099166191,0.02112446240016408,4.680107116699219,0.1571127924813603
HPP,5.675000190734863,5.679999828338623,370,369,-1,23.41377657580824,0.002749521562031509,10.55998992919922,0.3521123508970878
IIM,11.72999954223633,11.73550033569336,255,274,19,29.7762786418385,0.004143117836542943,-3.952517509460449,-0.1320784646685028
IP,39.69499969482422,39.72999954223633,365,371,6,27.31796154703814,0.01157650538853272,-0.3750801086425781,-0.01258763698176694
ITUB,6.454999923706055,6.460000038146973,35,49,14,25.66070426602172,0.001261518853051209,23.20008850097656,0.7739967560310673
ITW,248.7749938964844,248.8549957275391,370,379,9,27.32846896886441,0.05087393624441905,2.58013916015625,0.08640035376870421
IVR,9.300000190734863,9.305000305175781,370,370,0,28.61305896541573,0.004666429247175384,11.26995086669922,0.3761402070308497
JBL,114.7699966430664,114.8499984741211,75,75,0,23.95490369635959,0.09092223303658198,-12.73994445800781,-0.4266415936260908
JOBY,5.167799949645996,5.169899940490723,85,85,0,27.64734870802738,0.01077870062419334,-11.54191017150879,-0.3849174133417008
KLG,20.8700008392334,20.8799991607666,110,114,4,28.21516459230892,0.02395668370383097,-8.565467834472656,-0.2868696306147007
KMI,19.5049991607666,19.52000045776367,385,384,-1,29.19726497763666,0.00754965100969604,3.060070037841797,0.1024613590913985
KMPR,60.11999893188477,60.52999877929688,125,124,-1,29.37295723105804,0.1315117536272334,-9.799850463867188,-0.330409635346949
KN,17.39999961853027,17.41500091552734,285,295,10,20.55136431542931,0.001116009439740995,11.17976379394577,0.3732335532123407
KOP,43.4900016784668,43.60499954223633,50,63,13,25.20002599536227,0.1181507778167719,9.860031127930142,0.3325317263751434
KR,54.31499862670898,54.34000015258789,385,384,-1,27.49249197578608,0.02804411751883304,2.749958038330078,0.09201184563884421
KVUE,20.48500061035156,20.4950008392334,330,330,0,28.9245454477369,0.01000930104936884,3.649944305419922,0.1219791046917982
KW,10.41499996185303,10.42500019073486,255,256,1,26.57760164739635,0.002982115745544536,-10.04495620727539,-0.3357299450528088
LAAC,4.699999809265137,4.70989990234375,330,349,19,23.23470935645413,0.002277928761073661,3.243759155273438,0.1082878691668718
LDI,2.160000085830688,2.184999942779541,360,359,-1,12.97110632000042,0.003972488301141011,-13.71998691558838,-0.4576654794112185
LEA,130.1300048828125,130.25,100,100,0,27.13982224626238,0.0566354479108615,3.909957885741733,0.1305168283649232
LEG,12.23999977111816,12.24499988555908,280,291,11,16.99091837154965,0.008282938003539797,-10.98001861572266,-0.3674975640221552
LEVI,22.58499908447266,22.60000038146973,100,99,-1,21.21765014198725,0.03045158590589303,-9.239959716796875,-0.3097331577109758
LEVI,22.28000068664551,22.29000091552734,220,219,-1,27.67020844065198,0.006507213456290184,-8.040184020996094,-0.2691851539997844
LSPD,12.71000003814697,12.71500015258789,10,9,-1,27.84379727160595,0.02145114251545462,-12.94860363006592,-0.4333499041900466
LTC,34.43999862670898,34.5099983215332,310,309,-1,29.08197937122554,0.008191487448555829,-7.740013122558594,-0.2607944276013865
LUV,27.63500022888184,27.65999984741211,100,100,0,26.76093765349184,0.01873025553566987,22.68010711669876,0.7592226788856505
LVS,45.68999862670898,45.74499893188477,95,95,0,24.19359257078335,0.0334663908822192,5.525188446045377,0.1858189991358245
LXU,9.039999961853027,9.0600004196167,345,345,0,28.92634520746499,0.006389741897582422,-8.275189399719238,-0.2759444927889699
LYB,100.1399993896484,100.2149963378906,85,86,1,25.00571418377301,0.00823760713849575,-7.684982299804688,-0.2644308729553314
M,19.41500091552734,19.42499923706055,320,321,1,26.22386859910618,0.006226254871913042,1.155246734619141,0.0386182881209046
MAC,15.93000030517578,15.94499969482422,250,252,2,17.98064446326805,0.009768912792205736,-12.21992111206055,-0.407648677499817
MAC,15.85999965667725,15.86999988555908,285,284,-1,26.81368439966108,0.02687863656452669,4.72510814666748,0.1575335373968032
MAN,77.69000244140625,77.72000122070312,115,114,-1,24.26285584260654,0.01943186351231196,-10.26016235351562,-0.3474064181936908
MAN,77.48999786376953,77.51499938964844,325,324,-1,27.37231711269044,0.002906861986430642,10.06997680664108,0.3418685309101947
MCS,11.74499988555908,11.75,355,355,0,28.02275523361753,0.009211256844657387,-7.649931907653809,-0.2553168763505652
MED,25.38999938964844,25.44000053405762,90,89,-1,29.16316862801663,0.01918595177786597,-12.87007141113281,-0.4323923272104495
MED,25.23999977111816,25.2549991607666,300,314,14,23.6638343425156,0.0849666867937364,-11.20991897583008,-0.3761604296628633
MGM,41.34999847412109,41.38000106811523,270,269,-1,27.55069267387546,0.0321561336517342,12.2398681640625,0.4108220506458666
MGY,25.43000030517578,25.45000076293945,65,65,0,27.41500853361769,0.05826246534075019,17.54995536804199,0.5893894461044747
MLI,58.91999816894531,58.93999862670898,330,331,1,24.75394400992556,0.006849129540577981,3.499984741210938,0.1187643305992512
MPLN,0.6071000099182129,0.6078100204467773,10,9,-1,10.78654001597663,0.009096842663628688,6.612761914729617,0.2204590207661591
MPW,5.369999885559082,5.381400108337402,80,79,-1,17.72272488326189,0.02884089912687038,-11.91978597640991,-0.3976655590028155
MRO,26.15999984741211,26.20000076293945,70,69,-1,28.9964743612345,0.02530550548008614,22.22996520996094,0.7442736226941284
MT,25.86000061035156,25.87249946594238,70,71,1,26.83997432593891,0.02370353834969563,3.162517547607877,0.1062910548093385
MTDR,63.1349983215332,63.15999984741211,360,360,0,26.15966745557954,0.0237340041569295,7.990093231201172,0.2691608360564993
MTN,201.6499938964844,201.7200012207031,100,99,-1,19.00773526330077,0.1535569272722497,-10.08001708984375,-0.3569310015596158
MUR,43.2400016784668,43.27999877929688,70,69,-1,27.59538433559833,0.03958964484078531,20.70021057128906,0.6931678840557637
MYD,10.72000026702881,10.72500038146973,360,360,0,26.54455783558151,0.002842492035456598,-3.62713623046875,-0.1212166696395814
NCLH,15.76749992370605,15.79080009460449,10,10,0,28.46444432090485,0.0100233783040728,-7.711217880249023,-0.2583788937865982
NGG,72.75499725341797,72.79000091552734,360,372,12,29.80141536763745,0.009650655473982833,0.8198623657226562,0.02747168953825446
NIO,5.283100128173828,5.284999847412109,75,75,0,24.46650800695618,0.01358824372291567,4.252597332000732,0.141914321247323
NKE,91.19999694824219,91.2750015258789,220,220,0,28.03451032089903,0.04542604446410847,-9.280029296875,-0.317722170012915
NOC,468.7300109863281,469.1400146484375,75,75,0,26.65756558962197,0.3313076128278509,-9.72015380859375,-0.3453181532552993
